,id,id_str,text,Emoji_Sentiment
1407,1410299037190868998,1410299037190868998,"Sometimes I stream…
Today is one of those days 😅🙈
Come hang out &amp; find out how my non graceful self broke my toe la… https://t.co/okTY4zrzmg",1.0
1418,1410297942662025218,1410297942662025218,"me: ☺️

my animal crossing villager: https://t.co/XBemszSRxy",1.0
1428,1410297078450819072,1410297078450819072,"Nintendo Switch Console
Animal Crossing: New Horizons Edition $299.99
🔔 https://t.co/3Yzv2OpO4q #ad https://t.co/ugAUvz0jc9",1.0
1431,1410296939963355138,1410296939963355138,RT @_Looweeze: Do hope Animal Crossing lives up to its reputation 🤞❤ https://t.co/co2Z4nxUHg,1.0
1438,1410296456003653637,1410296456003653637,Do hope Animal Crossing lives up to its reputation 🤞❤ https://t.co/co2Z4nxUHg,1.0
1447,1410295700458512384,1410295700458512384,"i just stole 21,000 bells from my brother in animal crossing 😎👍",1.0
1463,1410293528236806144,1410293528236806144,RT @mistykorok: ~moots i was wondering 👉👈 would anyone be interested in watching me stream animal crossing and botw? i am seriously conside…,1.0
1474,1410292220280905731,1410292220280905731,@Aztecross I time travel in animal crossing 😔,0.0
1480,1410291293016711174,1410291293016711174,"RT @FloristOTD: today’s florist of the day is…

💐 leif from animal crossing: new leaf and animal crossing: new horizons 💐 he maintains a ga…",1.0
1481,1410291181884305410,1410291181884305410,@bluape_cb It's not the saaaaame but I actually have the animal crossing switch and I love it dearly 😅😅,0.0
1499,1410289395236806667,1410289395236806667,~moots i was wondering 👉👈 would anyone be interested in watching me stream animal crossing and botw? i am seriously… https://t.co/XJ3P7jl2bB,1.0
1502,1410288835695726597,1410288835695726597,@JoeySplats @JoelakaFalcon And we played Animal Crossing on the first date which was awesome 😄,1.0
1517,1410287426543685634,1410287426543685634,mom said it’s my turn on the animal crossing keyboard 😤 #ACNH #AnimalCrossing https://t.co/IdsASeaDmE,0.0
1522,1410286858060320776,1410286858060320776,i’ve been remodeling my animal crossing island and i’m trying to pace myself but i just want to do it all at once 😭😭,0.0
1532,1410285749744898051,1410285749744898051,@tha_rami The balloons in Animal Crossing NH! 🎈✨ Technically consumable since you can fall and lose them. https://t.co/2Bw21vquuo,1.0
1538,1410285227524575233,1410285227524575233,"RT @momoiiroo: If you like animal crossing pins consider buying from my etsy shop :'D♥︎
https://t.co/PwQSUnmdV1 https://t.co/wxhO3eO62A",1.0
1550,1410284008181841927,1410284008181841927,I’m just gonna go make some cookies and play Animal Crossing. 😔,0.0
1574,1410281879639580674,1410281879639580674,I wanna play animal crossing but my charger is packed up somewhere in a box 😣,0.0
1581,1410281402667618309,1410281402667618309,@julieeedb Oooh tysm!!! I def spent way to much of 2020 on animal crossing  haha. So I'm glad it shows 😌☺,1.0
1585,1410280961431031814,1410280961431031814,"I will draw
✅Humans
✅Anthro
✅Simple furries/mascots
(Think Sanrio or Animal Crossing)
✅Vtubers ❤❤❤
✅ Partial Mech… https://t.co/8EDHr8srko",1.0
1592,1410280535340032001,1410280535340032001,Does anyone wanna be friends on animal crossing? 🥺❤️,1.0
1598,1410280114911281153,1410280114911281153,really thinking about buying a nintendo switch just so i can play animal crossing 🤸🏻‍♀️,1.0
1613,1410278790698258443,1410278790698258443,RT @kirijaz: Crazy how a lot of people bought animal crossing…and now no one talks about it anymore💀💀,0.0
1634,1410276472703512576,1410276472703512576,@cosychey My dream animal crossing world 😩💛,0.0
1658,1410274530812125188,1410274530812125188,@AC_Roald animal crossing villagers sweeping the dirt outside their house 👁👄👁,1.0
1662,1410274290059124745,1410274290059124745,"I've never visited someone elses island, I've no idea how to even do it 🤦🏻‍♀️ I need animal crossing friends 😅",0.0
1676,1410272208455340038,1410272208455340038,"I really want to do some color studies from breath of the wild, but I deleted most of my good pictures to make space for Animal Crossing 😔",0.0
1677,1410272164465549320,1410272164465549320,"Short stack Ankah from Animal Crossing I’m working on- she’s a queen , you know? 👑 #Sketch #AnimalCrossing… https://t.co/DLH9a1lheF",1.0
1680,1410271940753850370,1410271940753850370,@Sehvashh animal crossing 😀,1.0
1685,1410271444957761544,1410271444957761544,@honeyrues dude i literally have no idea who's on my island anymore bc i haven't logged into animal crossing in forever 😳,0.0
1694,1410270231151271938,1410270231151271938,♋I forgot her yesterday so the second Cancer of the day is Merry from the Animal Crossing franchise! Her birthday i… https://t.co/53u1izqUw7,1.0
1706,1410268650586755079,1410268650586755079,finally got the animal crossing switch 😋 we deadass had 4 switches on my bed earlier today🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️ https://t.co/X4ojXAcDBY,1.0
1712,1410268272453251077,1410268272453251077,RT @sosupersam: ahhh my animal crossing island is turning out to be CUUUTE 🌸🥰🌸,1.0
1715,1410268045805686784,1410268045805686784,ahhh my animal crossing island is turning out to be CUUUTE 🌸🥰🌸,1.0
1717,1410267891681796097,1410267891681796097,Tom Nook is so excited to see some lucky travelers registered for the next NOTL Library Animal Crossing Meet-Up! 🙌🙌… https://t.co/RQFgzgyypy,1.0
1719,1410267660860940290,1410267660860940290,taeyong singing animal crossing on ty day😁https://t.co/nwBjBqAxv0,1.0
1740,1410266185208418310,1410266185208418310,@tyleroakley Animal crossing villager hunt 👀,0.0
1743,1410265827085930497,1410265827085930497,Hello everyone! Im selling my Zelda breath of the wild or trade to animal crossing please dm me cavite area only 😉 https://t.co/qENNCa8a6I,1.0
1744,1410265789383516160,1410265789383516160,"RT @meganyy: 🔴 LIVE

I'M BACK 🎉

Today's stream is sponsored by @TheOodie and we are heading back to my Animal Crossing Island!

I'll see y…",1.0
1757,1410264617432068099,1410264617432068099,@zeyxwt i got Subnautica 💀 I'll get animal crossing another time,0.0
1765,1410263975577673728,1410263975577673728,On a ever growing list of things that will never happen; would love if your Animal Crossing villagers could swim in the ocean ❤🌊🐟🏊‍♀️,1.0
1766,1410263947484217350,1410263947484217350,@travelkage I also noticed the surfboards - because they remind me of the surfboards in animal crossing new horizons! 🤣😭🥺,0.0
1771,1410263354241916929,1410263354241916929,@SmokeWun93 @himalayaplaya11 😂 I’m working right now AND playing Animal Crossing,1.0
1784,1410260720084602880,1410260720084602880,"Games that have owned chunks of my life...

Subnautica 🦈 100 hours.
Don't Starve (Together) 🍗 600ish hours
Animal C… https://t.co/6LmORHSbs1",0.0
1790,1410260150846320640,1410260150846320640,all i want now is to play animal crossing its been almost a year since i played 😭,0.0
1803,1410259374027780103,1410259374027780103,animal crossing winning but I kinda want subnautica more 💀💀FUCK,0.0
1807,1410258258493906947,1410258258493906947,those uniqlo animal crossing shirts 😳,0.0
1808,1410258257873100807,1410258257873100807,"RT @tnshii_jpeg: heyo! :o just gonna post a lil about me here
♡ jen
♡ 22
♡ UK 
♡ multifandom; overwatch, mass effect, animal crossing, puel…",1.0
1811,1410258177522810882,1410258177522810882,"@Helexzura People also said the graphics of Animal Crossing are garbage because it is so ""simplified"" 😂

Art Style ≠ Graphics",1.0
1816,1410257626257051657,1410257626257051657,"heyo! :o just gonna post a lil about me here
♡ jen
♡ 22
♡ UK 
♡ multifandom; overwatch, mass effect, animal crossin… https://t.co/8qzu5Cd1Nk",1.0
1817,1410257546137452545,1410257546137452545,Watching a deep dive into Animal Crossing as a whole and the way Raymond has his own timestamp😭😭 https://t.co/ozKmt04Vw2,0.0
1824,1410256594709929986,1410256594709929986,I have my comfort food so i will now proceed to play animal crossing and watch YouTube and vlive videos all evening 😌,1.0
1828,1410256363905683459,1410256363905683459,"RT @pamalallama: It's Weber's birthday! Time to celebrate with the local lazy duck in Animal Crossing. ♡(˶╹̆ ▿╹̆˵)و✧♡

See you there ✿
http…",1.0
1837,1410255547723522057,1410255547723522057,aight i’m gonna play animal crossing and sleep goodnight oomfs 🧍‍♀️,1.0
1839,1410255233847017474,1410255233847017474,"🔴 LIVE

I'M BACK 🎉

Today's stream is sponsored by @TheOodie and we are heading back to my Animal Crossing Island!… https://t.co/uLGUdXoC2F",1.0
1843,1410254739468652555,1410254739468652555,Going live soon and returning to my messy Animal Crossing Island! 🌻🍒🌼🦝https://t.co/x3xRTGxehQ,1.0
1849,1410254034238414853,1410254034238414853,RT @_forevershi: H.E.R had an animal crossing themed party for her birthday it’s so cute 💙,1.0
1859,1410252875163447298,1410252875163447298,"animalcrossing: RT @UniqloUSA: TOMORROW: 🎈🎁🌠🍑🐟 https://t.co/397WSQBjxZ #ACNH #UniqloUT 
@NintendoAmerica… https://t.co/7A3tytdrsn",1.0
1871,1410251839908495369,1410251839908495369,LIBERATE ANIMAL CROSSING 🙌 https://t.co/xksEuIT5EZ,1.0
1874,1410251602854875137,1410251602854875137,Y'all ready for some Animal Crossing this evening? 😜,1.0
1881,1410250814568943617,1410250814568943617,"Yay, I finally received a refund from eBay regarding one of the Animal Crossing Amiibo cards that I never received, I'm so happy. 😃🥳👍",1.0
1882,1410250722864676866,1410250722864676866,"Join me for some Animal Crossing fun!
Today I will be designing the museum area 💗

https://t.co/xF9ih7w2nJ",1.0
1896,1410248160639963141,1410248160639963141,"It’s crazy a year ago everyone was playing Animal Crossing 24/7, that seems like forever ago. 😳",0.0
1898,1410247999893213189,1410247999893213189,Animal Crossing definitely extorts the spender in me - I love shopping in game 😬😬😬,0.0
1922,1410244142051987458,1410244142051987458,"@anjelrosilee @ranaltboo Tommy uses the able sister’s music in his streams, idk if it’s the same as animal crossing music I don’t play it 😭",0.0
1923,1410244024699703304,1410244024699703304,All my friends and mutuals playing dbd and I get spooked/jumpy playing animal crossing and life is strange lmao 🤦🏻‍♀️😂,1.0
1964,1410239853707599873,1410239853707599873,RT @witchy_crossing: manifesting myself as a real-life animal crossing villager 🌼💦 https://t.co/ee00JqPb20,1.0
1965,1410239829351272452,1410239829351272452,"@Big_Book_Energy I have to try animal crossing at some point, I was so tempted last year but I am a broke student😭😂",1.0
1970,1410239515831128068,1410239515831128068,to do: liberate animal crossing ✍️,1.0
1974,1410239199949754370,1410239199949754370,"remember how Animal Crossing had frequent updates for like, 2 months? 💀

I feel so bad for the people who have been… https://t.co/QDlSkQWKfe",0.0
1976,1410238764031430657,1410238764031430657,RT @minsuuuuuya: IRL Outfits based on Animal Crossing islands 🎀 a new miniseries I’ll be doing alongside new builds ☺️ which aesthetic do y…,1.0
1981,1410238301412462595,1410238301412462595,Can the rain like take a break in animal crossing it's over populating the flowers on my island again 😅,0.0
1988,1410237184599154692,1410237184599154692,"RT @Chrypts: ⭐️ day 26 - an octopus 

one of my favourite animal crossing villagers !! zucker!!!!

#Joodles2021 https://t.co/1j82KS0PIm",1.0
1991,1410236898325544968,1410236898325544968,@niccotango delete EVERYTHING and play animal crossing with me 💔/lh /j,0.0
1995,1410236617915305991,1410236617915305991,"RT @renchanw: jeno animal crossing edit, but it’s noren 💕

#noren #jenren #젠런 https://t.co/9vVJQ918bJ",1.0
2016,1410234147306708992,1410234147306708992,RT @hearttshaker: son chaeyoung as my animal crossing character — a very necessary thread ♥︎ꜜ https://t.co/uttnY6XPC5,1.0
2028,1410230571998003202,1410230571998003202,"RT @minsuuuuuya: Twinning with my Animal Crossing rep 💙
(feel free to try this too! ✨)

in-game                vs                IRL https:…",1.0
2033,1410229779111059458,1410229779111059458,i distract myself w animal crossing or sims or another game if i feel like i’m gonna eat more and twitter has helped ╰(*´︶`*)╯♡,1.0
2036,1410229438999109634,1410229438999109634,wanted 2 play animal crossing but i cant find my switch charger 👿,0.0
2040,1410229226595303424,1410229226595303424,"TOMORROW: 🎈🎁🌠🍑🐟 https://t.co/EBFaBPHzLa #ACNH #UniqloUT 
@NintendoAmerica @animalcrossing https://t.co/Ia5HNotUso",1.0
2045,1410228404151017476,1410228404151017476,Go check @Rhibles steam out 💟 who doesn't love watching Animal Crossing? It's so chill 🥰 https://t.co/ZHq5fC1Qg9,1.0
2047,1410227824649293830,1410227824649293830,@liamdforsyth This is massive! Style reminds me of Animal Crossing 👌🏻,1.0
2077,1410223663488634885,1410223663488634885,"A few photos from the last couple days of Animal Crossing featuring Colton as he wouldn't get out the way 😂 

Also… https://t.co/PQkAN7VXl4",1.0
2079,1410223101342855170,1410223101342855170,today I'll finally have some animal crossing playing time 🙈,1.0
2086,1410221615359664132,1410221615359664132,@18moptop This is so Animal Crossing and I am here for it 🌳🌺🦋,1.0
2092,1410221395699814401,1410221395699814401,RT @mir_gifs: June 30th bunny finally bloomed a blue hyacinth in animal crossing island matches very well with pink roses uwu 🌻🌷🐰🐷 https://…,1.0
2093,1410221393246052356,1410221393246052356,RT @skywardharpe: no bc what am u supposed to do with these animal crossing characters 😭😭 i don't play anymore,0.0
2098,1410220879032721412,1410220879032721412,no bc what am u supposed to do with these animal crossing characters 😭😭 i don't play anymore,0.0
2100,1410220644776628226,1410220644776628226,"It's Weber's birthday! Time to celebrate with the local lazy duck in Animal Crossing. ♡(˶╹̆ ▿╹̆˵)و✧♡

See you there… https://t.co/asqGMgBHwc",1.0
2132,1410215521346228228,1410215521346228228,@bertanyarl Chara ku di game Animal crossing new horizon 💚 https://t.co/WLzOWDDAxt,1.0
2145,1410213584496365570,1410213584496365570,@Cove_Koopa I still remember this from our Animal Crossing outings uwu Just to think this was a year ago too 💖💗💜💙☺☺🎆🎇,1.0
2147,1410213529442004993,1410213529442004993,"Amazon [$299.99]: Nintendo Switch - Animal Crossing New Horizons Edition

https://t.co/JRtry27gJq

🛒 https://t.co/iQ5vcFqmEN

 ⏰ 07:28:00",1.0
2148,1410213470902145030,1410213470902145030,"RT @nunki_dayo: 🌟 STREAM STARTING NOW 🌟

Good morning, everyone!
Let's play some Animal Crossing to start the day off with a nice and cozy…",1.0
2149,1410213319823216650,1410213319823216650,@mayamona_ The one inspired by the transgender flag looks like something from Animal Crossing 💕,1.0
2150,1410212653792858116,1410212653792858116,"Looks like Animal Crossing x Colour Pop is on sale 👀 

https://t.co/3NCO0tFsrr",0.0
2156,1410211147110764554,1410211147110764554,someone pointed out that 1.7 is literally just genshin’s animal crossing update lmao 😭,0.0
2184,1410207235490287617,1410207235490287617,"RT @lixserotonin: meet your new animal crossing villager, #FELIX! 🐥

https://t.co/TcEzaZNPBJ",1.0
2197,1410203551603777539,1410203551603777539,RT @amandaherzman: animal crossing botanicals - starter fruits 🍎🍐🍒🍑🍊 #acnh https://t.co/6eABGXyjvo,1.0
2201,1410202955886862340,1410202955886862340,I'm so whipped I recreated a Sunwoo outfit on animal crossing 💀💀 this isn't how I was expecting to live my 20's,0.0
2210,1410200471529209862,1410200471529209862,@fatarmyima Your very creative with your animal crossing things 👀🥺 im sure if i were to play animal crossing with y… https://t.co/LY19bYS5HT,0.0
2211,1410200458728067078,1410200458728067078,Come visit our Treasure Island Animal Crossing amd book now! ❣️ Get items or learn diys on the island as much you c… https://t.co/ws5Igj8FqE,1.0
2212,1410200182537572353,1410200182537572353,Ima go play animal crossing and cough out my fucking lungs while I’m at it 😁/hj,1.0
2222,1410198380287041536,1410198380287041536,And Merry from animal crossing as keychain 🐱☺💕 https://t.co/81lD8Tmlu5,1.0
2224,1410197590054903817,1410197590054903817,@azimhilmy Animal Crossing 🙌🏻😬,1.0
2233,1410195820956291078,1410195820956291078,"I’m finally able to play Animal Crossing: Population Growing! 💖✨

🎀 - - - - - 🎀

#Nintendo #GameCube 🕹
#RetroGaming… https://t.co/SjEXLSOfij",1.0
2247,1410192332473962501,1410192332473962501,@kvtiiie Your animal crossing island is pretty ♥️ https://t.co/BfdF72CDXp,1.0
2263,1410189900926775299,1410189900926775299,"RT @taekookrecs: [ taekook fic rec ♡] Lovers live a little longer, baby - TBA (16K, IN BLOOM, strangers to lovers, neighbors, fluff, mutual…",1.0
2270,1410188738764935174,1410188738764935174,"[ taekook fic rec ♡] Lovers live a little longer, baby - TBA (16K, IN BLOOM, strangers to lovers, neighbors, fluff,… https://t.co/4RMgF9K1Xr",1.0
2278,1410186809745625097,1410186809745625097,"Ending my night with some yuno gta vod and animal crossing 😴

goodnight, you sleep well and have sweet dreams ✨

yo… https://t.co/yUiXsICjF7",1.0
2280,1410186317435002884,1410186317435002884,RT @peachiiVT: Come and join me for a new animal crossing playthrough! 💖 Animal Crossing City Folk ⭐️ Link in replies ⭐️ https://t.co/qMjGV…,1.0
2282,1410186072047370241,1410186072047370241,Come and join me for a new animal crossing playthrough! 💖 Animal Crossing City Folk ⭐️ Link in replies ⭐️ https://t.co/qMjGVRsyBk,1.0
2291,1410184143623839744,1410184143623839744,The Animal Crossing Pocket Camp go this old 🔘 stop telling us to speak or you clowns,1.0
2293,1410184100476903425,1410184100476903425,Animal crossing switch case 😍 https://t.co/zuZDePmZ2s,1.0
2302,1410181629646098444,1410181629646098444,"i made an Animal Crossing Giveaway! 🌲

Alright y’all! One of the warping algorithms (usually complex pro) if you’ve found",1.0
2316,1410175024288382977,1410175024288382977,"🌟 STREAM STARTING NOW 🌟

Good morning, everyone!
Let's play some Animal Crossing to start the day off with a nice a… https://t.co/tZg8u96PpZ",1.0
2321,1410174248417640451,1410174248417640451,"RT @Agui_chART: 💛Some of my more popular prints are sold out right now (the new Animal Crossing, Mob Psycho or the other Digimon print) but…",1.0
2334,1410169548830035970,1410169548830035970,@_soulgem Yes and animal crossing 👀,0.0
2338,1410167790393348101,1410167790393348101,"Thanks for joining me for Miitopia! Here is the rest of the week's stream schedule:

Wednesday: Sonic Mania! ✌😁

Th… https://t.co/hQM7MFs1KU",1.0
2345,1410165791287173123,1410165791287173123,"RT @ashxtru: 🌷 animal crossing discord group chat 🌷

⤏ make friends
⤏ trade items
⤏ share qr code’s &amp; memes 
⤏ must be 16+ &amp; have open dms…",1.0
2350,1410163860317822976,1410163860317822976,@ChristianDSomb1 Animal crossing 😁,1.0
2357,1410162047577374722,1410162047577374722,Okay I definitely did NOT expect this when I jumped into Animal Crossing for a hot minute during my coffee break 😂 https://t.co/gKkt5Iekxk,1.0
2372,1410158297127145473,1410158297127145473,"RT @ngelcart: reposting ♡ wts / lfb #AVA1L

nintendo switch lite - coral version + animal crossing: new horizon physical game ^^ 
♡ complet…",1.0
2376,1410157730464092164,1410157730464092164,wedding szn on animal crossing is ending 💔,0.0
2383,1410156490195832832,1410156490195832832,The only reason why I’m still on facebook is because of animal crossing - tading items with other crossers from the phils 😂🤡,1.0
2385,1410156278760939520,1410156278760939520,nini everyone!!! (ᐡ -.- ᐡ) m gonna play animal crossing til i get too sleepy .. ♡,1.0
2388,1410155730016034819,1410155730016034819,"RT @rennuslupin: hello! 
my name is muzze and my pronouns are she / her
i’m 20 and my mbti is infj-t
🌞 gemini, 🌚 sagittarius + ⬆️ leo
i spe…",1.0
2404,1410150484086706176,1410150484086706176,I cannot believe I got animal crossing becuz my friends wants to play online with me 😭😂,1.0
2406,1410149985669111812,1410149985669111812,LOWKEY ID WANT TO GET THE SWITCH SOLELY FOR ANIMAL CROSSING BUT.....ps5....😩😩😩✊🏻✊🏻,0.0
2409,1410149925527166985,1410149925527166985,RT @ACWorldBlog: This year's Wedding Season event in Animal Crossing: New Horizons is almost over when June ends! 🎉 It's your last chance t…,1.0
2418,1410146748056489985,1410146748056489985,"⭐️WHAT TIME IS IT?, ADVENTURE TIME!!!⭐️
https://t.co/5QVqKatSJM  
 Animal Crossing before GIGIGIGIGIGIGIGIGIGI",1.0
2419,1410146675629432832,1410146675629432832,"It’s 4:00 am and I’m up just to play Animal Crossing🍃..🥴🥰 
#AnimalCrossingNewHorizons https://t.co/twy7Qwh87S",1.0
2422,1410146060626845696,1410146060626845696,cant wait to go home and play animal crossing ✌🏼 i have worked 8 hours during a lockdown. essential worker 100%,1.0
2475,1410131828451729409,1410131828451729409,playin animal crossing ૮꒰ ᵕ ༝ ᵕ ꒱ა♡,1.0
2506,1410123891821846531,1410123891821846531,RT @raspberryhazel: adrian and carter as animal crossing villagers ☔️ https://t.co/IBEWjVVcpU,1.0
2515,1410122176783597569,1410122176783597569,RT @kittycatxing: Some of the cutest art ever 💝 I wish these were items in Animal Crossing #AnimalCrossing #ACNH #NintendoSwitch #Cute #Art…,1.0
2517,1410122136170033161,1410122136170033161,Some of the cutest art ever 💝 I wish these were items in Animal Crossing #AnimalCrossing #ACNH #NintendoSwitch… https://t.co/CmepAstX35,1.0
2525,1410121154543640577,1410121154543640577,Brad set up my Animal Crossing Switch 💚💙💚💙💚💙🦝💚💙💚💙,1.0
2529,1410120183906193409,1410120183906193409,i want to start fresh on animal crossing but i haven’t even finished my island to begin with cos it looks like ✨trash✨,1.0
2537,1410119541594730497,1410119541594730497,@SDCCooper 😂 Nintendo are incapable of balance. I remember being riled by Bunny Day on Animal Crossing because ther… https://t.co/P601pLxU3K,1.0
2539,1410119326137569280,1410119326137569280,@sanarvlvt im not sure ab the animal crossing but 💘💘💕💗💕💞💓💘💕💗💞💞💓💕💖💞jaemin💘💕💗💕💓💓💕💘💞💖💞💗💞💖jaem💖💞💖💞💓💕💕💗💞💗💖💞💗💗na jaemin💘💖… https://t.co/549sPlDHIw,1.0
2576,1410112322186612738,1410112322186612738,"On discord, listening to my friends play apex while I play animal crossing 🥲💓",1.0
2577,1410112262862409732,1410112262862409732,RT @minsuuuuuya: Make a drink based off your Animal Crossing island! 💙✨ https://t.co/NH3IR2ZLuI,1.0
2584,1410110627683524611,1410110627683524611,@__SlowMo__  so many good animal crossing ideas in this thread 😬 https://t.co/adUscagtks,0.0
2589,1410109723819397126,1410109723819397126,"RT @softhoneypot: ✨ Animal Crossing Giveaway! ✨Prizes: Gothic Headdress Wig, Lace-up dress, and a Pink Cute Bed. Rules: Follow me (18+ only…",1.0
2599,1410107384995930114,1410107384995930114,RT @tododiavgod: animal crossing vem antes do green🍃🍃,1.0
2603,1410106421744746503,1410106421744746503,RT @0223things: #DONGHYUN: your favorite animal crossing villager 🐜🌱🌟🌈 https://t.co/jNngFdI6Oi,1.0
2606,1410106169008427013,1410106169008427013,I wonder how my animal crossing peeps are going… I haven’t been on it for a month 😩,0.0
2607,1410105873763082247,1410105873763082247,Animal Crossing: New Horizons (Nintendo Switch) ✔ 59.90 € (-14% descuento) https://t.co/1V3qUOl6l5 https://t.co/8h6mB9tHmn,1.0
2632,1410102404746338305,1410102404746338305,"Seeing our Animal Crossing communities dive into an MMO for the first time (FFXIV)  and enjoying it, makes my heart so full! 🥺❤️",1.0
2639,1410101312839094273,1410101312839094273,"We are now open! 2 islands are available 🐦
Rent a Animal Crossing Treasure Island now! 🥰
DM me for the price! Price… https://t.co/ryoQn4eiu8",1.0
2644,1410099866655674368,1410099866655674368,animal crossing vem antes do green🍃🍃,1.0
2645,1410099806165364737,1410099806165364737,@rxkoo thank you animal crossing 😭💜,0.0
2650,1410098539124953088,1410098539124953088,@serenjmity i love you so much wah thank u animal crossing 🥺🥺🥺❤️❤️,1.0
2659,1410097948092895233,1410097948092895233,"@CTrajceska Get yourself a Switch and Animal Crossing! 🙌🏽

I bought a few LEGO sets to keep myself off the screens during the time",1.0
2683,1410095436581326850,1410095436581326850,"@LiviesHQ I had my own #SOURprom in animal crossing tonight😌
#SOUR #OliviaRodrigo https://t.co/yiH20A5hDo",1.0
2687,1410094346699894784,1410094346699894784,I MISS ANIMAL CROSSING SO MUCH ITS SO DEAD TO ME SADLY 😭😭😭,0.0
2689,1410094027777601542,1410094027777601542,@Dewiwrites I used all mine on Pokemon and animal crossing 😬😅. Sorry mate.,0.0
2690,1410094026485731328,1410094026485731328,girl let me log into animal crossing just to make sure marshal still there 😭,0.0
2710,1410089605571825676,1410089605571825676,"RT @GrumpyShop: I have some adorable peices inspired by Celeste from Animal Crossing!!
💫🦉 https://t.co/D9Ued4AjnI https://t.co/DXXO1eA8Ur",1.0
2716,1410089098208022534,1410089098208022534,going to make a new island on animal crossing since i havent been on in months 🧎🏻‍♀️,1.0
2738,1410085527420911618,1410085527420911618,My social life is in shambles but my Animal Crossing island looking good af 😎,1.0
2743,1410083944616239104,1410083944616239104,June 30th bunny finally bloomed a blue hyacinth in animal crossing island matches very well with pink roses uwu 🌻🌷🐰🐷 https://t.co/e99lFtU41i,1.0
2756,1410082709121081347,1410082709121081347,@Heatbeat89 @Azemwol @Extrime00 lol why so serious? got mad that your game is destroyed by own dev?😂..its fine..go… https://t.co/qzf534o11P,1.0
2769,1410080856752939008,1410080856752939008,"And before anyone asks...
Yes, I live like an Animal Crossing villager 😆",1.0
2778,1410079865584369665,1410079865584369665,"@WhosLu11 it looks WAY good and i think it’s gonna be more mobile, i literally named my animal crossing island after ballora 😙😙",1.0
2790,1410077907670736897,1410077907670736897,"RT @simarchy: Hi I'm Stephanie, a Mermaid obsessed with The Sims + Animal Crossing! 🧜‍♀️ Find me here:

Gaming + Crafting Weekday Live Stre…",1.0
2796,1410077283361058818,1410077283361058818,RT @d00xle: when r we going to get animal crossing nh ver 2.0 already 😔🤙 rt to manifest,0.0
2798,1410076971116253188,1410076971116253188,I restarted my animal crossing island so if anyone wants to help me with it lemme know 💗💗,1.0
2817,1410075191028469762,1410075191028469762,"If I was even allowed to have puppies on my own, I'd name them Isabelle and KK after Animal Crossing. No joke❤🐶❤🐶❤",1.0
2822,1410074928238444546,1410074928238444546,Animal Crossing is everything you need at night 😌,1.0
2832,1410073926588243975,1410073926588243975,Someone came to my island and gave me 2 million bells to pay off my mortgage on animal crossing for free 😭😭,0.0
2847,1410072245477707782,1410072245477707782,@andre_rochadel @victorrhan Animal crossing 👀,0.0
2848,1410072211549949952,1410072211549949952,"4 games that turned me into the gamer I am today
1)OG Audition online player🙈
2)Minecraft
3)Animal Crossing
4)Did y… https://t.co/t6ZeOZBOUR",1.0
2856,1410071479115526145,1410071479115526145,"now time for ice cream, bob’s burgers &amp; animal crossing before bed ☺️",1.0
2861,1410070700484820999,1410070700484820999,"It's that time of the month!!🎇🔥

Animal Crossing July Update 2021: https://t.co/J99cUXSkeu https://t.co/Ui7WuEeLHM",0.0
2866,1410069678303633409,1410069678303633409,All I want is for villagers to be mean to you again in animal crossing like they had so much character 💔💔,0.0
2879,1410067214460280833,1410067214460280833,Genshin Animal Crossing confirmed 😂 https://t.co/6doXO8OZ8M,1.0
2881,1410066981349466113,1410066981349466113,@miyaulait Idk why but I always read AC as Animal Crossing now 🥸🥸🥸😅😅😅,0.0
2892,1410065282761035777,1410065282761035777,@yaetheestallion *leans against my fat animal crossing bank account* need a sugar mommy baal?😏 https://t.co/DYdSbWr0Rx,1.0
2914,1410062207778443264,1410062207778443264,i need an animal crossing date again 😩,0.0
2918,1410061758752985090,1410061758752985090,playing animal crossing for the first time in a year 😵 i’m scared,0.0
2920,1410061286432514048,1410061286432514048,RT @fromPanland: Actually played Animal Crossing today! Had a small break but was nice to check out Panland 😊😊😊 https://t.co/sVNvPehdvO,1.0
2934,1410059514041278464,1410059514041278464,Breaking News! There was a leak showing that Murdoc is coming to Animal Crossing!🙀 https://t.co/dQPpwA6YOx,1.0
2946,1410058132781416453,1410058132781416453,I need to stop playing Animal Crossing. 😅😂,1.0
2947,1410057960072519686,1410057960072519686,Love having coworkers that have the same love for animal crossing 😭❤️❤️,1.0
2949,1410057753440231436,1410057753440231436,I really want to get art of my sona Aze with my fav villager Mac from Animal Crossing❤ Aze is a lazy shit but I bel… https://t.co/S9TMtz6eAl,1.0
2952,1410057699987910659,1410057699987910659,RT @peachghoulie: Animal crossing stream happening now 🌸 https://t.co/yC1ViQWegL,1.0
2953,1410057660259463170,1410057660259463170,Animal crossing stream happening now 🌸 https://t.co/yC1ViQWegL,1.0
2957,1410057309213057024,1410057309213057024,miss the feeling of farming tickets on animal crossing just to go hunting for my fav villagers 😔,0.0
2971,1410055994533548040,1410055994533548040,I’m finally playing animal crossing again after a month of not having my switch 😍 I forgot how cute my island was 🙊… https://t.co/3F4GKhrxOD,1.0
2980,1410054350643208193,1410054350643208193,Animal crossing 🎮,1.0
2992,1410052862978129921,1410052862978129921,my coworker said i look like an animal crossing character?!?!?!?😢,0.0
